1/6 22:18:02.009  COMBAT_LOG_VERSION,4,ADVANCED_LOG_ENABLED,1
1/7 16:54:21.792  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-73973-00005291BE,"Captured Critter",0xa18,0x0,Creature-0-3777-1116-32565-73973-00005291BE,"Captured Critter",0xa18,0x0,149001,"Entangling Roots Trap",0x8,BUFF
1/7 16:54:24.584  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-73973-000052958F,"Captured Critter",0xa18,0x0,Creature-0-3777-1116-32565-73973-000052958F,"Captured Critter",0xa18,0x0,149001,"Entangling Roots Trap",0x8,BUFF
1/7 16:54:26.577  SPELL_CAST_SUCCESS,Creature-0-3777-1116-32565-80018-0000529713,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3777-1116-32565-80018-0000529713,0000000000000000,175,175,0,0,1,0,0,0,1927.02,-631.06,90
1/7 16:54:27.396  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,BUFF,1434065
1/7 16:54:31.838  SPELL_CAST_SUCCESS,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3777-1116-32565-77310-00005293F9,"Mad \"King\" Sporeon",0xa48,0x0,204197,"Purge the Wicked",0x4,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,1020,1723.37,-738.11,388
1/7 16:54:31.838  SPELL_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3777-1116-32565-77310-00005293F9,"Mad \"King\" Sporeon",0xa48,0x0,204197,"Purge the Wicked",0x4,Creature-0-3777-1116-32565-77310-00005293F9,0000000000000000,101409,102375,0,0,1,0,0,0,1729.37,-746.73,91,966,-1,4,0,0,0,nil,nil,nil
1/7 16:54:31.838  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3777-1116-32565-77310-00005293F9,"Mad \"King\" Sporeon",0xa48,0x0,204213,"Purge the Wicked",0x4,DEBUFF
1/7 16:54:33.017  SWING_DAMAGE,Creature-0-3777-1116-32565-77310-00005293F9,"Mad \"King\" Sporeon",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3777-1116-32565-77310-00005293F9,0000000000000000,101409,102375,0,0,1,0,0,0,1726.98,-746.83,91,1967,-1,1,0,0,0,nil,nil,nil
1/7 16:54:33.017  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,45242,"Focused Will",0x2,BUFF
1/7 16:54:33.017  SWING_DAMAGE_LANDED,Creature-0-3777-1116-32565-77310-00005293F9,"Mad \"King\" Sporeon",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Player-47-0781E030,0000000000000000,39291,41258,0,966,0,50400,51000,0,1723.62,-738.96,388,1967,-1,1,0,0,0,nil,nil,nil
1/7 16:54:33.315  SPELL_CAST_START,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,0000000000000000,nil,0x80000000,0x80000000,585,"Smite",0x2
1/7 16:54:33.519  SPELL_PERIODIC_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-77310-00005293F9,"Mad \"King\" Sporeon",0x10a48,0x0,204213,"Purge the Wicked",0x4,Creature-0-3777-1116-32565-77310-00005293F9,0000000000000000,100926,102375,0,0,1,0,0,0,1726.98,-746.83,91,483,-1,4,0,0,0,nil,nil,nil
1/7 16:54:34.262  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77310-00005293F9,"Mad \"King\" Sporeon",0x10a48,0x0,93402,"Sunfire",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1100000,1100000,26400,1722.58,-742.85,945
1/7 16:54:34.262  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,242586,"Concordance of the Legionfall",0x1,BUFF
1/7 16:54:34.262  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,252202,"Murderous Intent",0x20,BUFF
1/7 16:54:34.277  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-77310-00005293F9,"Mad \"King\" Sporeon",0x10a48,0x0,204213,"Purge the Wicked",0x4,DEBUFF
1/7 16:54:34.277  PARTY_KILL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77310-00005293F9,"Mad \"King\" Sporeon",0x10a48,0x0
1/7 16:54:34.277  SPELL_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77310-00005293F9,"Mad \"King\" Sporeon",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3777-1116-32565-77310-00005293F9,0000000000000000,0,102375,0,0,1,0,0,0,1726.98,-746.83,91,198015,97089,8,0,0,0,nil,nil,nil
1/7 16:54:34.277  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3777-1116-32565-77310-00005293F9,"Mad \"King\" Sporeon",0x10a48,0x0
1/7 16:54:34.444  SPELL_CAST_FAILED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,93402,"Sunfire",0x8,"Not yet recovered"
1/7 16:54:34.736  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1077107,1100000,0,1725.49,-745.62,945,10306,10306,0,nil
1/7 16:54:35.018  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-73973-00005295A6,"Captured Critter",0xa18,0x0,Creature-0-3777-1116-32565-73973-00005295A6,"Captured Critter",0xa18,0x0,149001,"Entangling Roots Trap",0x8,BUFF
1/7 16:54:35.870  SPELL_AURA_APPLIED,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,DEBUFF
1/7 16:54:36.814  SPELL_PERIODIC_DAMAGE,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,Player-47-0781E030,0000000000000000,37987,41258,0,966,0,51000,51000,0,1725.07,-742.61,388,1724,-1,8,0,0,0,nil,nil,nil
1/7 16:54:37.230  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,145110,"Ysera's Gift",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,0,1725.57,-743.87,388,157214,153943,0,nil
1/7 16:54:37.749  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,253432,"Dreamer",0x8,BUFF
1/7 16:54:37.749  SPELL_PERIODIC_DAMAGE,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,Player-47-0781E030,0000000000000000,39554,41258,0,966,0,51000,51000,0,1725.57,-743.87,388,1704,-1,8,0,0,0,nil,nil,nil
1/7 16:54:37.839  SPELL_AURA_REMOVED,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,DEBUFF
1/7 16:54:38.592  SPELL_AURA_APPLIED,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,DEBUFF
1/7 16:54:38.973  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,253432,"Dreamer",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,0,1727.38,-748.45,388,62457,60753,0,1
1/7 16:54:39.329  SWING_MISSED,Creature-0-3777-1116-32565-77414-0000D293F9,"Gloomshade Blossom",0x10a48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,DODGE,nil
1/7 16:54:39.329  SWING_DAMAGE,Creature-0-3777-1116-32565-77414-00025293F9,"Gloomshade Blossom",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-77414-00025293F9,0000000000000000,2299,2299,0,0,1,0,0,0,1728.84,-752.53,90,369,-1,1,0,0,0,1,nil,nil
1/7 16:54:39.329  SPELL_AURA_APPLIED_DOSE,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,45242,"Focused Will",0x2,BUFF,2
1/7 16:54:39.329  SWING_DAMAGE_LANDED,Creature-0-3777-1116-32565-77414-00025293F9,"Gloomshade Blossom",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,0000000000000000,40889,41258,0,966,0,51000,51000,0,1727.38,-748.45,388,369,-1,1,0,0,0,1,nil,nil
1/7 16:54:39.329  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1100000,1100000,0,1727.95,-747.41,945,3250,3250,0,nil
1/7 16:54:39.521  SPELL_PERIODIC_DAMAGE,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,Player-47-0781E030,0000000000000000,39468,41258,0,966,0,51000,51000,0,1727.38,-748.45,388,1421,-1,8,0,0,0,nil,nil,nil
1/7 16:54:39.766  SWING_MISSED,Creature-0-3777-1116-32565-77414-0003D293F9,"Gloomshade Blossom",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,DODGE,nil
1/7 16:54:40.096  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-0000D293F9,"Gloomshade Blossom",0x10a48,0x0,93402,"Sunfire",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1100000,1100000,26400,1727.95,-747.41,945
1/7 16:54:40.096  PARTY_KILL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-0000D293F9,"Gloomshade Blossom",0x10a48,0x0
1/7 16:54:40.099  SPELL_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-0000D293F9,"Gloomshade Blossom",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3777-1116-32565-77414-0000D293F9,0000000000000000,0,2299,0,0,1,0,0,0,1726.82,-751.99,90,482494,480195,8,0,0,0,1,nil,nil
1/7 16:54:40.099  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-00025293F9,"Gloomshade Blossom",0xa48,0x0,164815,"Sunfire",0x8,DEBUFF
1/7 16:54:40.099  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-0003D293F9,"Gloomshade Blossom",0xa48,0x0,164815,"Sunfire",0x8,DEBUFF
1/7 16:54:40.099  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3777-1116-32565-77414-0000D293F9,"Gloomshade Blossom",0x10a48,0x0
1/7 16:54:40.420  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1073600,1100000,0,1727.95,-747.41,945,25110,25110,0,nil
1/7 16:54:40.892  SPELL_PERIODIC_DAMAGE,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,Player-47-0781E030,0000000000000000,38110,41258,0,966,0,51000,51000,0,1726.37,-747.02,388,1358,-1,8,0,0,0,nil,nil,nil
1/7 16:54:40.892  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,253432,"Dreamer",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,0,1726.37,-747.02,388,62456,59308,0,1
1/7 16:54:41.597  SWING_DAMAGE,Creature-0-3777-1116-32565-77414-00025293F9,"Gloomshade Blossom",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-77414-00025293F9,0000000000000000,2299,2299,0,0,1,0,0,0,1727.98,-748.53,90,184,-1,1,0,0,0,nil,nil,nil
1/7 16:54:41.597  SWING_DAMAGE_LANDED,Creature-0-3777-1116-32565-77414-00025293F9,"Gloomshade Blossom",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,0000000000000000,41074,41258,0,966,0,51000,51000,0,1726.37,-747.02,388,184,-1,1,0,0,0,nil,nil,nil
1/7 16:54:41.597  SPELL_CAST_SUCCESS,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-77414-0003D293F9,"Gloomshade Blossom",0xa48,0x0,204197,"Purge the Wicked",0x4,Player-47-0781E030,0000000000000000,41074,41258,0,966,0,51000,51000,1020,1726.37,-747.02,388
1/7 16:54:41.597  SPELL_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-77414-0003D293F9,"Gloomshade Blossom",0xa48,0x0,204197,"Purge the Wicked",0x4,Creature-0-3777-1116-32565-77414-0003D293F9,0000000000000000,1333,2299,0,0,1,0,0,0,1727.64,-748.76,90,966,-1,4,0,0,0,nil,nil,nil
1/7 16:54:41.597  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-77414-0003D293F9,"Gloomshade Blossom",0xa48,0x0,204213,"Purge the Wicked",0x4,DEBUFF
1/7 16:54:41.599  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1081071,1100000,0,1727.95,-747.41,945,3250,3250,0,nil
1/7 16:54:41.599  SPELL_PERIODIC_DAMAGE,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,Player-47-0781E030,0000000000000000,39684,41258,0,966,0,49980,51000,0,1726.37,-747.02,388,1390,-1,8,0,0,0,nil,nil,nil
1/7 16:54:41.599  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-0003D293F9,"Gloomshade Blossom",0xa48,0x0,164815,"Sunfire",0x8,DEBUFF
1/7 16:54:41.599  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-77414-0003D293F9,"Gloomshade Blossom",0xa48,0x0,204213,"Purge the Wicked",0x4,DEBUFF
1/7 16:54:41.599  PARTY_KILL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-0003D293F9,"Gloomshade Blossom",0xa48,0x0
1/7 16:54:41.599  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-0003D293F9,"Gloomshade Blossom",0xa48,0x0,164815,"Sunfire",0x8,Creature-0-3777-1116-32565-77414-0003D293F9,0000000000000000,0,2299,0,0,1,0,0,0,1727.64,-748.76,90,241250,239917,8,0,0,0,1,nil,nil
1/7 16:54:41.599  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-00025293F9,"Gloomshade Blossom",0xa48,0x0,164815,"Sunfire",0x8,DEBUFF
1/7 16:54:41.599  PARTY_KILL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-00025293F9,"Gloomshade Blossom",0xa48,0x0
1/7 16:54:41.599  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-00025293F9,"Gloomshade Blossom",0xa48,0x0,164815,"Sunfire",0x8,Creature-0-3777-1116-32565-77414-00025293F9,0000000000000000,0,2299,0,0,1,0,0,0,1727.98,-748.53,90,241250,238951,8,0,0,0,1,nil,nil
1/7 16:54:41.599  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3777-1116-32565-77414-0003D293F9,"Gloomshade Blossom",0xa48,0x0
1/7 16:54:41.599  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3777-1116-32565-77414-00025293F9,"Gloomshade Blossom",0xa48,0x0
1/7 16:54:41.886  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,145205,"Efflorescence",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1090841,1100000,47520,1727.95,-747.41,945
1/7 16:54:41.886  SPELL_SUMMON,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-47649-0000529724,"Efflorescence",0xa28,0x0,145205,"Efflorescence",0x8
1/7 16:54:41.886  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-47649-0000529724,"Efflorescence",0x2111,0x0,Creature-0-3777-1116-32565-47649-0000529724,"Efflorescence",0x2111,0x0,81262,"Efflorescence",0x8,BUFF
1/7 16:54:41.886  SPELL_CAST_SUCCESS,Creature-0-3777-1116-32565-47649-0000529724,"Efflorescence",0x2111,0x0,0000000000000000,nil,0x80000000,0x80000000,81262,"Efflorescence",0x8,Creature-0-3777-1116-32565-47649-0000529724,Player-47-07C2EF5A,5,5,0,77641,1,0,0,0,1725.32,-746.64,945
1/7 16:54:41.886  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-47649-0000529724,"Efflorescence",0x2111,0x0,Creature-0-3777-1116-32565-47649-0000529724,"Efflorescence",0x2111,0x0,81262,"Efflorescence",0x8,BUFF
1/7 16:54:42.774  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,253432,"Dreamer",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,49980,51000,0,1726.37,-747.02,388,31228,29654,0,nil
1/7 16:54:42.955  SPELL_PERIODIC_DAMAGE,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,Player-47-0781E030,0000000000000000,39884,41258,0,966,0,50477,51000,0,1726.37,-747.02,388,1374,-1,8,0,0,0,nil,nil,nil
1/7 16:54:42.955  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1052815,1100000,0,1727.95,-747.41,945,26735,26735,0,nil
1/7 16:54:43.443  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,81269,"Efflorescence",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1059107,1100000,0,1727.95,-747.41,945,136592,136592,0,1
1/7 16:54:43.443  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,253269,"Feedback Loop",0x40,BUFF
1/7 16:54:43.443  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,81269,"Efflorescence",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,50477,51000,0,1726.37,-747.02,388,84474,83100,0,nil
1/7 16:54:43.918  SPELL_PERIODIC_DAMAGE,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,Player-47-0781E030,0000000000000000,39891,41258,0,966,0,50477,51000,0,1726.68,-747.34,388,1367,-1,8,0,0,0,nil,nil,nil
1/7 16:54:43.932  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,253432,"Dreamer",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,50477,51000,0,1726.74,-747.41,388,31229,29862,0,nil
1/7 16:54:44.120  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1059135,1100000,0,1727.95,-747.41,945,6023,6023,0,nil
1/7 16:54:44.799  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,242586,"Concordance of the Legionfall",0x1,BUFF
1/7 16:54:44.799  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,252202,"Murderous Intent",0x20,BUFF
1/7 16:54:44.802  SPELL_PERIODIC_DAMAGE,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,Player-47-0781E030,0000000000000000,39849,41258,0,966,0,51000,51000,0,1727.90,-748.63,388,1409,-1,8,0,0,0,nil,nil,nil
1/7 16:54:45.160  SPELL_AURA_REMOVED,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,DEBUFF
1/7 16:54:45.160  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,81269,"Efflorescence",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1074741,1100000,0,1727.05,-744.57,945,58860,58860,0,nil
1/7 16:54:45.163  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,81269,"Efflorescence",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,0,1727.97,-748.40,388,145605,144196,0,1
1/7 16:54:45.375  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1074741,1100000,0,1726.58,-742.82,945,7578,7578,0,nil
1/7 16:54:45.375  SPELL_AURA_APPLIED,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,DEBUFF
1/7 16:54:45.375  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,253432,"Dreamer",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,0,1728.40,-747.04,388,22115,22115,0,nil
1/7 16:54:45.375  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,253432,"Dreamer",0x8,BUFF
1/7 16:54:45.405  SPELL_AURA_APPLIED,0000000000000000,nil,0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,156133,"Gaseous Spores",0x8,DEBUFF
1/7 16:54:46.146  SPELL_AURA_REMOVED,0000000000000000,nil,0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,156133,"Gaseous Spores",0x8,DEBUFF
1/7 16:54:46.632  SPELL_AURA_REMOVED,0000000000000000,nil,0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,156133,"Gaseous Spores",0x8,DEBUFF
1/7 16:54:46.632  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1077754,1100000,0,1724.03,-732.54,945,1151,1151,0,nil
1/7 16:54:47.066  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,81269,"Efflorescence",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1090451,1100000,0,1723.15,-728.96,945,123326,123326,0,1
1/7 16:54:49.067  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,45242,"Focused Will",0x2,BUFF
1/7 16:54:49.183  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-0001D290CA,"Gloomshade Blossom",0x10a48,0x0,93402,"Sunfire",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1100000,1100000,26400,1721.73,-723.21,945
1/7 16:54:49.183  PARTY_KILL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-0001D290CA,"Gloomshade Blossom",0x10a48,0x0
1/7 16:54:49.183  SPELL_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-77414-0001D290CA,"Gloomshade Blossom",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3777-1116-32565-77414-0001D290CA,0000000000000000,0,2299,0,0,1,0,0,0,1725.76,-727.79,90,198016,195717,8,0,0,0,nil,nil,nil
